,온도,압력,유량,전압,전류,이상여부,배치번호,공정단계,장비ID
2025-04-05 12:54:43.644677,159.70942518574583,100.29237130302054,50.610476872244604,231.46049218534608,10.0855964898584,0,1,4,EQ-B
2025-04-05 13:54:43.644677,155.79725743173438,100.0751198665782,48.99213214584257,233.10769670174787,10.191689015140401,0,1,5,EQ-C
2025-04-05 14:54:43.644677,158.33712394034134,101.84106887997298,52.236686763035976,223.90346703973213,9.967646850255624,0,1,5,EQ-B
2025-04-05 15:54:43.644677,159.2104544683175,101.46016331644742,50.37330362728872,234.60949725470311,10.154079287262604,0,1,3,EQ-B
2025-04-05 16:54:43.644677,164.27733480100187,97.74947676182899,50.36129648823838,229.63274491800192,10.506788776425699,0,1,5,EQ-C
2025-04-05 17:54:43.644677,161.90502434805455,102.840715607623,49.8333238305583,232.17792982696045,10.020591036976835,0,1,4,EQ-A
2025-04-05 18:54:43.644677,113.04300205257756,102.68216278531294,50.64066166816548,234.75484413561844,10.10375222784094,1,1,2,EQ-C
2025-04-05 19:54:43.644677,161.84704460446375,99.34077785072466,51.7585461276866,226.19451904904622,9.91532872138049,0,1,1,EQ-A
2025-04-05 20:54:43.644677,159.48425266376282,101.04360268830429,48.938713106390445,228.4030569237254,10.06860154035787,0,1,3,EQ-A
2025-04-05 21:54:43.644677,158.51090196146464,101.20703795838014,49.28679349945017,229.8054796428988,10.115077368954609,0,1,2,EQ-C
2025-04-05 22:54:43.644677,162.80403328646568,100.81701243820457,49.8763461138703,228.15260058658134,10.070729339561495,0,1,1,EQ-A
2025-04-05 23:54:43.644677,164.19794057519275,99.46346249369408,48.13751954431443,236.54439741966226,9.868114555058837,0,1,1,EQ-B
2025-04-06 00:54:43.644677,163.86007099625874,99.25852968637228,49.012472200066554,227.89989695311542,10.072183825181147,0,1,1,EQ-B
2025-04-06 01:54:43.644677,157.9513132668658,100.33176238715157,49.58065104956288,228.89688241265173,10.281134573666671,0,1,2,EQ-A
2025-04-06 02:54:43.644677,159.70927981541314,102.32454223289086,51.827309168646465,231.4212845069271,10.111772014164947,0,1,3,EQ-B
2025-04-06 03:54:43.644677,161.83387414229819,101.27083160980054,50.802433567146366,226.722497617366,10.196814333392956,0,1,3,EQ-C
2025-04-06 04:54:43.644677,163.9695591991146,99.74118050087652,50.68152090663263,229.39880640285253,9.996385110433234,0,1,1,EQ-B
2025-04-06 05:54:43.644677,159.10699225613604,101.63828437555739,51.77028312809011,231.76241725312093,10.160195359018301,0,1,2,EQ-A
2025-04-06 06:54:43.644677,160.07030760109237,95.59701439393575,50.11563244765353,229.57963617536336,10.081003182534673,0,1,1,EQ-C
2025-04-06 07:54:43.644677,156.98476916569464,102.25088570681088,50.98705095607218,230.36126288271493,9.87514249900453,0,1,5,EQ-B
2025-04-06 08:54:43.644677,156.6670473821839,97.42767843326291,50.155165143005576,228.88996242095826,10.085806973922452,0,1,3,EQ-C
2025-04-06 09:54:43.644677,163.34316134187884,99.7133027312772,50.75964154928179,225.5865075699623,9.866454319454856,0,1,4,EQ-A
2025-04-06 10:54:43.644677,165.1343913434027,98.44067913303975,49.335531194730684,231.68556861929744,9.925199516594201,0,1,1,EQ-B
2025-04-06 11:54:43.644677,160.3509398946607,98.13768435709606,71.04070487414057,236.44075053875264,10.061103399545155,1,1,5,EQ-C
2025-04-06 12:54:43.644677,163.91202309407547,102.21816802951523,50.059658113573846,230.62825220371352,10.077886383951789,0,1,3,EQ-C
2025-04-06 13:54:43.644677,161.74688984027196,99.49121620953677,52.64196510522315,231.2923168142717,9.828866410326135,0,1,2,EQ-B
2025-04-06 14:54:43.644677,158.36417059106032,100.8347913560899,51.80097722360801,232.82364562346692,10.201392783851015,0,1,3,EQ-C
2025-04-06 15:54:43.644677,161.69099404862453,100.16497005033294,51.85216682278353,226.2552403751075,10.119651481229905,0,1,2,EQ-C
2025-04-06 16:54:43.644677,165.58357164274977,101.02345958930347,52.28860941360863,236.13183194829523,9.90538441512468,0,1,2,EQ-A
2025-04-06 17:54:43.644677,160.30650402473483,100.3409985626511,50.36072472915307,231.1003534765107,9.765032075013536,0,1,1,EQ-A
2025-04-06 18:54:43.644677,165.6092765794178,98.05857848970462,50.52575837569489,235.83332072366815,9.995539123154986,0,1,1,EQ-A
2025-04-06 19:54:43.644677,151.62795387047075,101.84066347446351,49.15079894966103,227.9169942323566,9.943697925228301,0,1,3,EQ-A
2025-04-06 20:54:43.644677,163.06555360997748,99.34001165909453,49.63615120431829,236.3860850039195,10.035150672611842,0,1,5,EQ-A
2025-04-06 21:54:43.644677,160.58031390821805,97.55077534261248,51.17136375666397,232.87400866087341,9.953988407178612,0,1,3,EQ-A
2025-04-06 22:54:43.644677,159.25661894182775,99.41312978674713,52.13312911697169,232.09677706288852,9.678089362044865,0,1,4,EQ-B
2025-04-06 23:54:43.644677,160.5212455543485,102.60895446733892,49.87527769014673,230.99545781374064,9.946044325244646,0,1,2,EQ-A
2025-04-07 00:54:43.644677,153.55116535706424,101.50523377305609,49.33788209478124,229.3479663454857,9.95788323510864,0,1,2,EQ-C
2025-04-07 01:54:43.644677,159.4041673299382,99.48711658735185,50.069083409459274,234.13817915097616,10.112430518598838,0,1,1,EQ-B
2025-04-07 02:54:43.644677,161.28582871076398,99.4656305623317,51.04973798441093,230.5633197052183,9.8884060611844,0,1,5,EQ-C
2025-04-07 03:54:43.644677,164.97989058063942,99.49073013038822,47.62036385552794,223.49667808621052,10.282457967137146,0,1,1,EQ-A
2025-04-07 04:54:43.644677,158.28325382853447,103.46665725065805,46.17844235616125,226.28686635042328,9.681934302697037,0,1,4,EQ-A
2025-04-07 05:54:43.644677,157.27225142900556,100.62017413971068,49.06605363683878,229.3477442646737,10.216889421566247,0,1,3,EQ-C
2025-04-07 06:54:43.644677,158.2503253521832,100.67816049405094,47.92690370554223,230.9561787746835,9.958755946393566,0,1,3,EQ-C
2025-04-07 07:54:43.644677,162.92906365793996,101.65600072285292,49.09196130338768,229.68909496926673,9.337150308670578,1,1,5,EQ-C
2025-04-07 08:54:43.644677,160.92773704428885,100.31393193775581,49.6696494746825,233.8951359780688,9.204895247947618,1,1,1,EQ-B
2025-04-07 09:54:43.644677,158.0195590166614,99.4609762715746,49.13729916623741,223.28175348242277,9.379197240798488,1,1,1,EQ-A
2025-04-07 10:54:43.644677,161.44924169612636,99.54192537773262,52.28995435032551,230.2169767074324,9.122357185195291,1,1,4,EQ-C
2025-04-07 11:54:43.644677,160.01431204401828,99.72602467407229,50.38993471409961,223.63078946156762,9.001432606446604,1,1,3,EQ-A
2025-04-07 12:54:43.644677,162.8714019579236,99.75925560055725,50.322083260758376,232.17495964109455,10.218879980685877,0,1,1,EQ-C
2025-04-07 13:54:43.644677,157.2538181808494,101.00971348628192,50.83400948695931,229.27913277896724,9.960786317041673,0,1,5,EQ-A
2025-04-07 14:54:43.644677,158.45279259876878,99.85907635339284,47.87444468074606,230.94369966084173,10.014176399975437,0,1,3,EQ-B
2025-04-07 15:54:43.644677,158.18862235575347,100.96889156178962,51.47967774546412,226.6160396642281,10.180574462317166,0,1,4,EQ-A
2025-04-07 16:54:43.644677,154.56761211624348,99.58847000482763,49.59672382744951,233.7108783822097,9.800307223485122,0,1,5,EQ-C
2025-04-07 17:54:43.644677,160.3831556563715,99.82910268360496,50.81551172848017,232.8685036130191,10.06905288624769,0,1,2,EQ-A
2025-04-07 18:54:43.644677,160.21616347260488,96.34265514178244,47.88656089426904,231.29112690871153,9.868983168856449,0,1,4,EQ-B
2025-04-07 19:54:43.644677,159.31276515980974,101.17507294333824,47.058262208807335,228.86399614812342,9.942757789276016,0,1,5,EQ-B
2025-04-07 20:54:43.644677,158.46340585041958,108.20016227399834,50.98583091087675,231.17822057932048,9.97431464231422,1,1,1,EQ-A
2025-04-07 21:54:43.644677,154.4770565063526,109.26082967302642,50.22482870008952,226.83865041989617,9.709710972084876,1,2,2,EQ-C
2025-04-07 22:54:43.644677,157.74240910496468,102.74518779343512,48.06886083316207,231.9964123775849,9.827421835239052,1,2,4,EQ-B
2025-04-07 23:54:43.644677,157.9518366597373,111.02773369871447,48.097670721955424,234.5924880292396,10.179889734476848,1,2,1,EQ-B
2025-04-08 00:54:43.644677,156.36972777818698,107.2893432908709,51.3977173118208,232.61268720885633,10.099897798543752,1,2,2,EQ-A
2025-04-08 01:54:43.644677,158.45629367718507,101.34392771926508,47.514603203257,226.5619044833804,9.939255706249048,0,2,3,EQ-B
2025-04-08 02:54:43.644677,160.2908881866128,97.73884945340627,52.20981425404209,230.14877638814133,9.987723176280365,0,2,1,EQ-B
2025-04-08 03:54:43.644677,165.1817408078589,100.46851707701617,47.946192677498765,224.58398265796163,9.895682305918445,0,2,5,EQ-C
2025-04-08 04:54:43.644677,159.42709720311777,97.66689297488305,50.48657212285311,230.7531388642639,10.168355788988578,0,2,4,EQ-C
2025-04-08 05:54:43.644677,159.65475408298357,98.35851145579417,48.850428930705526,230.2982641567828,9.906420542729691,0,2,2,EQ-C
2025-04-08 06:54:43.644677,158.49959663154104,102.56392709849212,50.3791872271847,222.51502855232107,9.976027832893887,0,2,1,EQ-A
2025-04-08 07:54:43.644677,152.30380776217092,99.03205190531162,48.44299923639355,224.82709900012654,10.125990614682065,0,2,3,EQ-B
2025-04-08 08:54:43.644677,158.56380906518206,99.6884824469726,49.054772814885894,227.70839232753357,9.803047518359653,0,2,4,EQ-A
2025-04-08 09:54:43.644677,158.80599653434837,100.7527274684204,49.37081320959867,227.60236334407554,10.190059655810062,0,2,4,EQ-B
2025-04-08 10:54:43.644677,166.76968882423083,100.10557737126095,47.60912846500416,224.52729199788385,9.672867187506764,0,2,1,EQ-B
2025-04-08 11:54:43.644677,157.87199108885395,99.50729532763481,50.49130439476239,229.80979006929832,10.197266737091685,0,2,3,EQ-B
2025-04-08 12:54:43.644677,159.4733717002105,99.84237528365959,48.37875100209657,229.3064592555668,9.86129809729626,0,2,2,EQ-C
2025-04-08 13:54:43.644677,158.30828110535228,103.21768614424867,48.83099364328484,227.77642323110803,9.880749558914275,0,2,1,EQ-A
2025-04-08 14:54:43.644677,154.4849658955806,99.09424834876687,47.533030719475335,225.8612543537845,9.60402627251846,0,2,2,EQ-A
2025-04-08 15:54:43.644677,162.14738524735262,99.50415301067622,44.89843183482576,231.8336662870244,9.841099673718846,0,2,4,EQ-B
2025-04-08 16:54:43.644677,160.80272406925184,100.89923097349399,48.82976070914768,233.8143043372569,9.741512942843649,0,2,2,EQ-A
2025-04-08 17:54:43.644677,160.8922900053738,100.97030164587846,53.148784126970014,226.64364523574184,9.811501451532603,0,2,3,EQ-C
2025-04-08 18:54:43.644677,155.1844353036478,101.08624725241577,50.415537222978514,226.17517042911422,9.887901180016701,0,2,5,EQ-A
2025-04-08 19:54:43.644677,162.85293290290954,100.15302630327658,49.05637530033727,229.81431075116254,10.068479529068277,0,2,3,EQ-B
2025-04-08 20:54:43.644677,153.46639543559596,97.16460796790098,48.631464773771334,226.94580104574695,9.94156217414528,1,2,2,EQ-C
2025-04-08 21:54:43.644677,160.05879774653394,101.77368960410169,47.755413538286604,227.63795009832228,9.956409813926838,1,2,1,EQ-C
2025-04-08 22:54:43.644677,165.36863418245946,97.12298205984861,47.27875624017179,230.53262593550843,9.720769206680384,1,2,4,EQ-B
2025-04-08 23:54:43.644677,154.73100562498047,99.5207891297731,43.04837532885998,221.66827308372513,9.754847320503686,1,2,5,EQ-A
2025-04-09 00:54:43.644677,156.11201809141508,97.74271217834657,45.52370808616028,232.3940182729332,10.199771362563101,1,2,1,EQ-B
2025-04-09 01:54:43.644677,158.2999728175672,98.87700355598254,43.5095363260396,228.21007001503955,9.775856574236544,1,2,1,EQ-A
2025-04-09 02:54:43.644677,156.2589479266348,99.51653740401686,42.16557626302428,226.56555629181483,10.17289471402732,1,2,3,EQ-A
2025-04-09 03:54:43.644677,152.73902684593506,99.4895478338282,40.35141203942729,227.61045776875065,9.854885047660964,1,2,2,EQ-C
2025-04-09 04:54:43.644677,158.10849032574055,99.64317479525236,38.306001301016884,227.75471159312218,9.894378676509941,1,2,3,EQ-B
2025-04-09 05:54:43.644677,154.31234373462712,101.61619683862148,38.04811345013512,222.08268510223107,10.071061999057365,1,2,2,EQ-C
2025-04-09 06:54:43.644677,159.4068017712403,99.66997067041815,49.900437057463826,232.81128776063383,10.103390087112595,0,2,3,EQ-B
2025-04-09 07:54:43.644677,138.73963918985095,98.49526559316408,48.31212546708012,227.9421387448657,9.871750571818334,1,2,1,EQ-B
2025-04-09 08:54:43.644677,146.94850852341278,100.49784220049109,47.935027298515664,229.25873427484558,9.824395849747459,1,2,4,EQ-C
2025-04-09 09:54:43.644677,139.15036169318998,100.86305381536312,49.05036349259205,230.93303856955757,9.87874022529517,1,2,2,EQ-B
2025-04-09 10:54:43.644677,140.668307334605,96.8249098357503,51.45262311347061,224.33797086342292,9.943418540803217,1,2,5,EQ-B
2025-04-09 11:54:43.644677,144.43572485174207,99.85766718000468,46.79682193749843,229.30224045729395,10.034750654170452,1,2,5,EQ-A
2025-04-09 12:54:43.644677,153.60480978760788,100.0224666583787,46.407969978273144,226.81555387272508,9.88608951861841,0,2,1,EQ-B
2025-04-09 13:54:43.644677,158.45113375748664,98.35052781546977,49.121068389797294,230.5155032261945,9.987794415110836,0,2,3,EQ-B
2025-04-09 14:54:43.644677,162.03688927947852,101.13271807145458,48.92468621902857,220.58898869736544,10.157047293638678,0,2,3,EQ-C
2025-04-09 15:54:43.644677,152.30986678298407,98.58397947070654,49.122974889711415,227.33782989738393,9.946958813620205,0,2,1,EQ-C
2025-04-09 16:54:43.644677,158.27358602245818,99.03836400279448,49.23565857685607,225.64873764140395,9.934849134034986,0,2,5,EQ-B
2025-04-09 17:54:43.644677,158.51602140612354,98.53641967217462,48.45286895492305,229.0906219274093,9.629335467083093,0,2,5,EQ-A
2025-04-09 18:54:43.644677,160.24904754515887,98.84745073225304,51.304591383954055,229.20978526379517,9.443693542490214,0,2,3,EQ-A
2025-04-09 19:54:43.644677,153.51465711122617,96.99178792891789,46.15073977628235,225.27907316474634,9.946620595579349,0,2,2,EQ-C
2025-04-09 20:54:43.644677,153.23279497394822,96.41707370445741,47.43633013414748,225.26040413697567,9.865911812331312,0,2,4,EQ-B
2025-04-09 21:54:43.644677,159.3722545845672,101.47373312163039,48.64413341600701,227.26356480398644,9.795825355806418,0,2,2,EQ-B
2025-04-09 22:54:43.644677,158.62217592963853,97.40451126223341,46.07746549084034,224.64341959447722,9.922199718307454,0,2,5,EQ-A
2025-04-09 23:54:43.644677,158.4686283439937,97.16450550565987,48.52373541403361,230.44026449434787,9.87161532060922,0,2,2,EQ-A
2025-04-10 00:54:43.644677,158.79155277318893,95.22937918142664,51.58747964697954,226.40603474004084,10.0697996455156,0,2,4,EQ-A
2025-04-10 01:54:43.644677,155.37469658371558,97.75578658167277,48.85553364164854,217.95148492457173,9.89642409415869,0,2,2,EQ-C
2025-04-10 02:54:43.644677,158.42198922109256,96.61875545959877,49.20840662480907,226.39840337514985,9.757903297349433,0,2,2,EQ-B
2025-04-10 03:54:43.644677,158.63272306330828,101.56459934305029,46.727632800868705,224.19400208283275,10.047818447442182,0,2,2,EQ-C
2025-04-10 04:54:43.644677,155.2842820918005,100.51575522484858,47.80545772921173,222.22786743368525,9.847084161770052,0,2,2,EQ-B
2025-04-10 05:54:43.644677,163.89596704820556,97.69144209689865,48.21303203832163,189.73888480385892,9.971592047831537,1,2,1,EQ-C
2025-04-10 06:54:43.644677,159.26904430622938,102.59886029383556,48.31527545700133,228.05429614263332,9.804911610794038,0,2,5,EQ-B
2025-04-10 07:54:43.644677,153.73307874497868,100.48832101281307,50.98811819283336,232.13289316314828,9.776900039199804,0,2,4,EQ-A
2025-04-10 08:54:43.644677,159.90868585588998,98.31870127437423,49.78957201476383,228.76412207332714,9.900036729719812,0,2,5,EQ-A
2025-04-10 09:54:43.644677,154.4888986856379,94.70324260174186,47.016488864969425,225.7161596256765,9.889029986577063,0,2,1,EQ-A
2025-04-10 10:54:43.644677,160.3806815387642,102.6967707174626,49.2893743938647,229.27674684352505,9.96782448220894,0,2,1,EQ-C
2025-04-10 11:54:43.644677,161.6398278755215,96.57296719480908,49.71929088690971,226.24754157810017,9.844117838389883,0,2,1,EQ-A
2025-04-10 12:54:43.644677,155.064540550987,96.15774289448487,50.800322536948464,225.4848137149489,9.583947449979568,0,2,1,EQ-B
2025-04-10 13:54:43.644677,161.03521687969433,100.6162656111227,51.54621603538726,223.97608755476998,9.819069175179266,0,2,2,EQ-C
2025-04-10 14:54:43.644677,159.22520197569807,102.99088678685366,47.23280912324175,222.00983619673735,10.024766355486124,0,2,5,EQ-B
2025-04-10 15:54:43.644677,160.61623308245942,101.24513763875642,47.58658708922166,226.57628686061295,9.844238947583372,0,2,3,EQ-C
2025-04-10 16:54:43.644677,164.22688289175466,99.89196834154136,46.85615670992973,228.43108458264194,9.854148080392983,0,2,4,EQ-B
2025-04-10 17:54:43.644677,157.11590045416,99.95818765652693,48.576897321906486,227.6117819407866,10.06108912635947,0,2,1,EQ-B
2025-04-10 18:54:43.644677,155.45241503030778,100.40479372038354,49.75969841316025,226.5783124850082,9.779581241031815,0,2,5,EQ-C
2025-04-10 19:54:43.644677,155.03218704665915,100.26349855568338,50.644175100353955,224.84474827642163,9.642727887563394,0,2,1,EQ-C
2025-04-10 20:54:43.644677,155.31156190017154,99.4841171316438,48.88887971895731,230.05841682233958,9.874774622581903,0,2,1,EQ-A
2025-04-10 21:54:43.644677,157.80891498820466,99.2066288497123,48.4998811377011,223.67548095309638,9.822600375771128,0,2,1,EQ-A
2025-04-10 22:54:43.644677,159.23934928185506,98.94676613640058,49.30401800331436,230.68893574527783,9.744067748331103,0,2,1,EQ-B
2025-04-10 23:54:43.644677,159.06196434818108,97.81322319376271,47.67792600582381,224.79893828732526,9.877753341537602,0,2,1,EQ-B
2025-04-11 00:54:43.644677,160.93562004866928,98.62137948116332,52.571735812099234,225.6702250940391,9.990834735468592,0,2,4,EQ-B
2025-04-11 01:54:43.644677,158.2615220063533,96.28749649305449,46.42965613818337,223.32889839804133,9.909361024743378,0,2,5,EQ-C
2025-04-11 02:54:43.644677,163.10425730276341,98.96567247812825,49.43747282094573,226.58780322262024,9.964120697726326,0,2,1,EQ-C
2025-04-11 03:54:43.644677,157.41899861901845,97.50294218632095,52.52327106362189,231.55222959140488,10.217294019576487,0,2,1,EQ-A
2025-04-11 04:54:43.644677,167.4115063786667,97.33282238299104,49.18347098595066,230.06303611818117,9.860067314242137,0,2,1,EQ-B
2025-04-11 05:54:43.644677,160.47392419089994,99.49400676776409,48.87745145750579,231.64977340511004,9.965809757358274,0,2,1,EQ-A
2025-04-11 06:54:43.644677,155.57622621387202,101.53671284487082,48.62096666294577,230.1738932217061,9.836802009663126,0,2,2,EQ-C
2025-04-11 07:54:43.644677,154.90974670394513,100.77022185874493,48.939041379137066,224.80048893571427,9.782909464892946,0,2,2,EQ-C
2025-04-11 08:54:43.644677,160.13447515752478,96.64561588065179,51.55119767781796,227.4236030256223,9.828827079766079,0,2,3,EQ-C
2025-04-11 09:54:43.644677,157.82903400153816,97.63757474869493,67.67546619920705,225.97324618889945,9.8489024023776,1,2,1,EQ-A
2025-04-11 10:54:43.644677,161.0023733836766,100.87913784833184,51.86690870384534,233.0576214168331,9.991031219759668,0,2,3,EQ-C
2025-04-11 11:54:43.644677,160.24903193216886,97.69830760256467,46.962524671044925,224.68227769550268,10.32509129029631,0,2,4,EQ-B
2025-04-11 12:54:43.644677,158.4787045776508,98.98634522659182,48.91631326119616,231.7004599178041,9.81673280827938,0,2,3,EQ-A
2025-04-11 13:54:43.644677,155.9493619598456,100.30275734174438,48.67059647620569,231.74852058710283,9.869162833401104,0,2,5,EQ-C
2025-04-11 14:54:43.644677,153.77365463818873,97.79766526879808,50.392494809855336,234.9218793928619,9.93063676717187,1,2,2,EQ-A
2025-04-11 15:54:43.644677,154.71978229269928,99.61304191003794,46.773875479988426,227.50921015749103,10.009708081431091,1,2,2,EQ-A
2025-04-11 16:54:43.644677,156.4483481074465,97.24013357165379,50.23379717332071,231.30142599163548,9.990276074977546,1,2,1,EQ-C
2025-04-11 17:54:43.644677,151.6933015558541,98.48754846445802,52.86367724318813,236.5851618638829,10.162998752762356,1,2,1,EQ-C
2025-04-11 18:54:43.644677,144.21356364704226,100.04931634494534,47.24438978038642,226.97388731963656,9.547235967048243,1,2,4,EQ-A
2025-04-11 19:54:43.644677,146.33001624810458,96.8880503584142,49.85921686031765,223.96927900349277,9.556482346397418,1,2,4,EQ-A
2025-04-11 20:54:43.644677,144.42415695312997,100.30400740695092,48.466579214022566,222.8730655743413,9.874341922366666,1,2,5,EQ-C
2025-04-11 21:54:43.644677,137.58084125716167,99.56412002403825,50.30666169923778,231.56940614070322,10.142568333482222,1,2,1,EQ-B
2025-04-11 22:54:43.644677,138.4269132335277,100.54473136421656,49.6558277358809,222.97066218684733,9.701450138751198,1,2,1,EQ-A
2025-04-11 23:54:43.644677,135.49613370924342,100.02424254731947,48.58190747547119,228.06104113796368,9.463833175772212,1,2,4,EQ-A
2025-04-12 00:54:43.644677,155.54657199664734,101.95180387799779,50.491356969493175,230.8141836128793,10.063020217174007,0,2,4,EQ-B
2025-04-12 01:54:43.644677,160.6035073237548,99.91414889904344,52.71268824427483,230.02813457869357,10.01115367674681,0,3,4,EQ-C
2025-04-12 02:54:43.644677,161.33456397809437,99.01696520989137,49.414468125554635,230.88343177081416,9.79156271004344,0,3,2,EQ-C
2025-04-12 03:54:43.644677,163.12979028931332,99.963638911085,50.95940630961149,230.2605856647319,9.811724373816297,0,3,3,EQ-B
2025-04-12 04:54:43.644677,163.0865163096097,100.69241811647399,47.63146647162807,233.83672884720465,9.817068186868887,0,3,3,EQ-C
2025-04-12 05:54:43.644677,155.03566932994414,99.89538372877674,48.219889650203875,226.4535126206718,9.999817580735712,0,3,1,EQ-C
